image_name,xmin,xmax,ymin,ymax,class_id
airplane_562_aug_515.jpg,1,86,1,84,1
dog_284_aug_5206.jpg,1,83,2,96,6
dog_713_aug_5683.jpg,1,86,1,86,6
monkey_849_aug_7833.jpg,10,96,9,96,8
bird_970_aug_1968.jpg,11,96,17,96,2
truck_355_aug_9285.jpg,1,92,1,96,10
ship_731_aug_8703.jpg,11,96,1,73,9
truck_153_aug_9061.jpg,1,96,7,96,10
car_102_aug_2005.jpg,1,78,9,96,3
deer_909_aug_4900.jpg,1,74,1,74,5
truck_300_aug_9225.jpg,8,94,1,96,10
truck_892_aug_9881.jpg,1,96,2,96,10
bird_956_aug_1952.jpg,1,95,11,96,2
horse_644_aug_6606.jpg,9,95,1,79,7
ship_216_aug_8131.jpg,1,82,1,93,9
horse_932_aug_6926.jpg,5,96,11,96,7
ship_629_aug_8589.jpg,25,96,3,96,9
truck_374_aug_9306.jpg,9,96,1,84,10
airplane_88_aug_867.jpg,5,96,7,88,1
bird_924_aug_1917.jpg,1,78,1,83,2
airplane_195_aug_107.jpg,2,94,13,96,1
ship_265_aug_8185.jpg,1,90,1,85,9
ship_109_aug_8012.jpg,1,89,1,86,9
airplane_827_aug_809.jpg,1,73,1,84,1
ship_684_aug_8650.jpg,20,96,1,95,9
bird_631_aug_1592.jpg,9,96,4,96,2
truck_331_aug_9259.jpg,1,89,1,96,10
cat_199_aug_3111.jpg,1,84,1,89,4
horse_141_aug_6048.jpg,12,96,7,96,7
deer_759_aug_4733.jpg,15,96,17,96,5
cat_368_aug_3299.jpg,1,74,1,80,4
ship_517_aug_8465.jpg,1,93,1,96,9
truck_199_aug_9111.jpg,1,72,12,94,10
monkey_32_aug_7246.jpg,1,88,1,82,8
ship_318_aug_8244.jpg,1,96,1,96,9
bird_201_aug_1115.jpg,11,96,21,96,2
deer_724_aug_4695.jpg,3,80,1,87,5
truck_539_aug_9489.jpg,1,78,3,91,10
truck_208_aug_9122.jpg,1,85,23,96,10
deer_153_aug_4061.jpg,8,96,7,96,5
monkey_315_aug_7241.jpg,1,77,1,84,8
dog_825_aug_5807.jpg,1,92,1,84,6
deer_266_aug_4186.jpg,12,96,1,78,5
ship_73_aug_8701.jpg,1,87,5,96,9
horse_916_aug_6908.jpg,19,96,1,86,7
airplane_159_aug_67.jpg,1,82,1,92,1
ship_654_aug_8617.jpg,9,96,1,92,9
truck_221_aug_9137.jpg,8,96,8,96,10
truck_489_aug_9433.jpg,13,96,1,87,10
deer_900_aug_4891.jpg,1,96,1,90,5
truck_654_aug_9617.jpg,1,79,1,88,10
bird_854_aug_1839.jpg,10,96,1,94,2
airplane_283_aug_205.jpg,1,96,1,96,1
deer_813_aug_4794.jpg,5,96,7,96,5
airplane_903_aug_894.jpg,1,80,9,96,1
bird_975_aug_1973.jpg,1,96,1,86,2
truck_349_aug_9278.jpg,2,89,1,87,10
ship_367_aug_8298.jpg,1,79,1,82,9
horse_518_aug_6466.jpg,1,84,10,96,7
car_193_aug_2105.jpg,9,96,1,89,3
horse_173_aug_6083.jpg,1,86,1,82,7
airplane_928_aug_921.jpg,15,94,22,96,1
car_63_aug_2590.jpg,17,96,1,84,3
dog_341_aug_5270.jpg,12,96,6,92,6
monkey_435_aug_7374.jpg,1,96,6,96,8
car_815_aug_2796.jpg,11,96,1,80,3
deer_86_aug_4845.jpg,1,96,2,96,5
ship_229_aug_8145.jpg,1,88,6,96,9
airplane_446_aug_386.jpg,1,93,1,94,1
